Post Title,Sq ft,Bedroom,Bathroom,Balcony,Parking,Lift,Rent Floor,Total Number of Floor,Price,Service Charge,Build Year,Area,Extra Aminities, Generator,Property Type,Interior,Building Regiration Type,Road In Front of House,Gas,Servant Room,Facing,Tiles,Drawing Room,Dinning Room
NAvaNA Osman Link,4100,Open Space,Open Space,Open Space,2,2,5,10,410000,32800,2012,"Tejgaon Link Road, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Rahmans Regnum,8500,Open Space,Open Space,Open Space,6,3,7,35,1062500,85000,2022,"Tejgaon Link Road, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,EAST,NA,Open Space,Open Space
Rangs Babilonia,5000,Open Space,Open Space,Open Space,2,4,5,12,800000,75000,2010,"Tejgaon Iurial ArEAST, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
NAvaNA Sambilan,2300,3,3,3,1,2,5,7,240000,15000,2022,"Road: 23, Block: A, BaNAni",Swimming Pool.,NA,Furnished Apartment,Furnished,Commercial,24,L.P.G,YES,WEST,YES,YES,YES
Rangs Gra President Palace,2200,3,3,3,1,2,3,10,160000,9000,2012,"Road: 12, Block: H, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
BTI Rose Cottage,1750,3,3,3,1,1,5,11,135000,10600,2020,"Road: 4, Block: A, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Taher Homes Nur Jahan,1800,3,3,2,1,2,7,11,200000,8000,2009,"Road: 13, Block: C, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,GOVT,YES,WEST,YES,YES,YES
Urban Lily Cottage,2300,4,4,3,1,2,8,13,140000,10000,2010,"Road: 23, Block: B, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Urban DrEASTm,2300,3,3,3,1,2,4,11,160000,12000,2022,"Road: 14, Block: B, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Shanta DeboNAir,1800,3,3,2,1,2,2,12,140000,15000,2020,"Road: 18, Block: B, BaNAni",GYM,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
BTI Rose Cottage A5,1750,3,3,3,1,1,5,8,130000,12000,2023,"Road: 6, Block: A, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Anwar Lamark Monsoon Blue,2000,3,3,3,1,2,3,11,120000,10000,2023,"Road: 13, Block: E, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,EAST,YES,YES,YES
Urban DrEASTm 4A,2300,3,3,3,1,2,4,14,145000,13000,2022,"Road: 14, Block: B, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Assurance Meherunnesa Villa,2050,3,3,3,1,2,5,10,140000,12000,2023,"Road: 15, Block: B, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
NAvaNA Boryoman,2400,3,3,3,1,1,3,11,135000,12000,2023,"Road: 15, Block: B, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,EAST,YES,YES,YES
Basic Nigar Palace A4,2400,3,3,3,1,2,4,10,140000,12000,2023,"Road: 12, Block: H, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
"Basic Nigar Palace, 8A",2430,3,3,3,1,2,7,10,150000,12000,2023,"Road: 12, Block: H, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Shanta Akashprodip,2400,3,3,3,1,2,5,9,150000,12000,2015,"Road: 23, Block: A, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,EAST,YES,YES,YES
BTI Golden Cascade,3150,4,4,4,2,2,6,9,160000,12000,2015,"Road: 4, Block: A, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
Sheltech Carcade,2550,3,3,2,1,1,2,6,150000,9000,2008,"Road: 23, Block: B, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,GOVT,YES,EAST,YES,YES,YES
Autograph,9000,Open Space,Open Space,Open Space,2,5,18,20,1620000,135000,2017,"Road: Kemal Ataturk Avenue, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,SOUTH,NA,NA,NA
Baro Bhuiyan,3200,Open Space,Open Space,Open Space,1,2,10,15,480000,32000,2012,"Road: Kemal Ataturk Avenue, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,L.P.G,NA,NORTH,YES,NA,NA
Suvau JahaNORTHa Square,2188,Open Space,Open Space,Open Space,1,1,4,11,306320,21880,2017,"Road: 11, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
Sheltech NORTHern ar,2595,	Open Space,Open Space,Open Space,1,2,8,11,467100,38925,2022,"Road: 11, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,NA,NA,NA
NAvaNA Sambilan,2300,3,3,3,1,2,4,7,230000,15000,2022,"Road: 23, Block: A, BaNAni",Swimming Pool.,NA,Furnished Apartment,Furnished,Commercial,24,L.P.G,YES,WEST,YES,YES,YES
Rangs Gra President Palace,2200,3,3,3,1,2,4,10,160000,9000,2012,"Road: 12, Block: H, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
BTI Rose Cottage,1750,3,3,3,1,1,6,11,135000,10600,2020,"Road: 4, Block: A, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Taher Homes Nur Jahan,1800,3,3,2,1,2,8,11,200000,8000,2009,"Road: 13, Block: C, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,GOVT,YES,WEST,YES,YES,YES
Urban Lily Cottage,2300,4,4,3,1,2,9,13,140000,10000,2010,"Road: 23, Block: B, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Urban DrEASTm,2300,3,3,3,1,2,6,11,160000,12000,2022,"Road: 14, Block: B, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Shanta DeboNAir,1800,3,3,2,1,2,3,12,140000,15000,2020,"Road: 18, Block: B, BaNAni",GYM,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
BTI Rose Cottage A5,1750,3,3,3,1,1,6,8,130000,12000,2023,"Road: 6, Block: A, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Anwar Lamark Monsoon Blue,2000,3,3,3,1,2,4,11,120000,10000,2023,"Road: 13, Block: E, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,EAST,YES,YES,YES
Urban DrEASTm 4A,2300,3,3,3,1,2,5,14,145000,13000,2022,"Road: 14, Block: B, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Assurance Meherunnesa Villa,2050,3,3,3,1,2,6,10,140000,12000,2023,"Road: 15, Block: B, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
NAvaNA Boryoman,2400,3,3,3,1,1,4,11,135000,12000,2023,"Road: 15, Block: B, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,EAST,YES,YES,YES
Basic Nigar Palace A4,2400,3,3,3,1,2,5,10,140000,12000,2023,"Road: 12, Block: H, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
"Basic Nigar Palace, 8A",2430,3,3,3,1,2,6,10,150000,12000,2023,"Road: 12, Block: H, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Shanta Akashprodip,2400,3,3,3,1,2,6,9,150000,12000,2015,"Road: 23, Block: A, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,EAST,YES,YES,YES
BTI Golden Cascade,3150,4,4,4,2,2,7,9,160000,12000,2015,"Road: 4, Block: A, BaNAni",NA,NA,Residential Apartment,Un-Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
Sheltech Carcade,2550,3,3,2,1,1,3,6,150000,9000,2008,"Road: 23, Block: B, BaNAni",NA,NA,Furnished Apartment,Furnished,Residential,16,GOVT,YES,EAST,YES,YES,YES
Autograph,9000,Open Space,Open Space,Open Space,2,5,16,20,1620000,135000,2017,"Road: Kemal Ataturk Avenue, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,SOUTH,NA,NA,NA
Baro Bhuiyan,3200,Open Space,Open Space,Open Space,1,2,9,15,480000,32000,2012,"Road: Kemal Ataturk Avenue, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,L.P.G,NA,NORTH,YES,NA,NA
Suvau JahaNORTHa Square,2188,Open Space,Open Space,Open Space,1,1,5,11,306320,21880,2017,"Road: 11, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
Sheltech NORTHern ar,2595,	Open Space,Open Space,Open Space,1,2,7,11,467100,38925,2022,"Road: 11, BaNAni",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,NA,NA,NA
Charulata,2600,3,3,3,1,1,5,6,190000,12000,2018,"Road: Park Road,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Commercial,24,L.P.G,YES,NORTH,YES,YES,YES
Borak Park Valley,3500,3,3,3,2,2,6,11,300000,25000,2021,"Road: Park Road,Baridhara Diplomatic Zone","Swimming Pool,GYM",NA,Luxury Apartment,Furnished,Commercial,24,L.P.G,YES,SOUTH,YES,YES,YES
ABC Park Five,3700,4,4,3,2,1,5,11,250000,15000,2017,"Road: Park Road,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
Akash Atrai,4900,4,5,3,2,2,6,11,550000,30000,2023,"Road: Park Road,Baridhara Diplomatic Zone","Swimming Pool,GYM",NA,Luxury Apartment,Un-Furnished,Residential,24,L.P.G,YES,	SOUTH,YES,YES,YES
Summer,3500,4,4,3,2,2,7,11,260000,18000,2020,"Road: Park Road,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
C A ToWESTrs,2600,3,3,3,2,1,5,11,150000,9000,2020,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
NAhid Complex,3200,4,4,3,1,1,6,11,260000,20000,2014,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Semi- Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Yasmi Alian,3900,4,4,3,2,2,5,11,260000,20000,2017,"Road: 5,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
Priyo Prangon,2900,4,4,3,2,2,5,8,250000,15000,2012,"Road: 9,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,SOUTH,YES,YES,YES
BTI Wi FloWESTr,3500,4,4,3,2,2,5,11,350000,25000,2022,"Road: 11,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Assurance Marzuk House,2200,3,3,3,1,2,5,8,180000,8000,2021,"Road: 11,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Masuk ToWESTr,3000,3,3,3,1,2,5,11,280000,21000,2020,"Road: 7,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
NAvaNA,4300,4,4,3,2,2,5,11,280000,21000,2015,"Road: UN Road,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
NAvaNA FarNAz Monteceillo,3550,4,4,4,2,2,4,11,325000,15000,2023,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Anwar Lamark Rainfore,3600,4,4,3,2,2,8,11,400000,15000,2022,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
Conco Tribhuban,2600,3,3,3,1,2,7,11,250000,25000,2023,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
BTI Wi FloWESTr 6A,3300,4,4,3,2,2,7,11,300000,20000,2022,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Apan Razia,4200,4,4,3,3,2,6,11,350000,20000,2017,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
NAvaNA BEASTufort,4200,4,4,4,2,2,8,11,300000,15000,2012,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
BTI e Supreme,2100,3,3,3,1,1,5,11,160000,15000,2017,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
BTI Wi FloWESTr 3A,3500,4,4,4,2,2,5,11,350000,25000,2022,"Road: 4,Baridhara Diplomatic Zone",Swimming Pool,NA,Luxury Apartment,Un-Furnished,Residential,24,L.P.G,NA,SOUTH,YES,YES,YES
Charulata,2600,3,3,3,1,1,4,6,190000,12000,2018,"Road: Park Road,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,NORTH,YES,YES,YES
Borak Park Valley,3500,3,3,3,2,2,4,11,300000,25000,2021,"Road: Park Road,Baridhara Diplomatic Zone","Swimming Pool,GYM",NA,Luxury Apartment,Furnished,Residential,24,L.P.G,YES,SOUTH,YES,YES,YES
ABC Park Five,3700,4,4,3,2,1,1,11,250000,15000,2017,"Road: Park Road,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
Akash Atrai,4900,4,5,3,2,2,5,11,550000,30000,2023,"Road: Park Road,Baridhara Diplomatic Zone","Swimming Pool,GYM",NA,Luxury Apartment,Un-Furnished,Residential,24,L.P.G,YES,	SOUTH,YES,YES,YES
Summer,3500,4,4,3,2,2,6,11,260000,18000,2020,"Road: Park Road,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
C A ToWESTrs,2600,3,3,3,2,1,4,11,150000,9000,2020,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
NAhid Complex,3200,4,4,3,1,1,5,11,260000,20000,2014,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Semi- Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Yasmi Alian,3900,4,4,3,2,2,3,11,260000,20000,2017,"Road: 5,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
Priyo Prangon,2900,4,4,3,2,2,4,8,250000,15000,2012,"Road: 9,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,SOUTH,YES,YES,YES
BTI Wi FloWESTr,3500,4,4,3,2,2,3,11,350000,25000,2022,"Road: 11,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Assurance Marzuk House,2200,3,3,3,1,2,6,8,180000,8000,2021,"Road: 11,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Masuk ToWESTr,3000,3,3,3,1,2,4,11,280000,21000,2020,"Road: 7,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
NAvaNA,4300,4,4,3,2,2,2,11,280000,21000,2015,"Road: UN Road,Baridhara Diplomatic Zone",NA,NA,Furnished Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
NAvaNA FarNAz Monteceillo,3550,4,4,4,2,2,5,11,325000,15000,2023,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Anwar Lamark Rainfore,3600,4,4,3,2,2,7,11,400000,15000,2022,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
Conco Tribhuban,2600,3,3,3,1,2,5,11,250000,25000,2023,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
BTI Wi FloWESTr 6A,3300,4,4,3,2,2,6,11,300000,20000,2022,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,WEST,YES,YES,YES
Apan Razia,4200,4,4,3,3,2,4,11,350000,20000,2017,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
NAvaNA BEASTufort,4200,4,4,4,2,2,6,11,300000,15000,2012,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
BTI e Supreme,2100,3,3,3,1,1,3,11,160000,15000,2017,"Road: 4,Baridhara Diplomatic Zone",NA,NA,Residential Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
BTI Wi FloWESTr 3A,3500,4,4,4,2,2,3,11,350000,25000,2022,"Road: 4,Baridhara Diplomatic Zone",Swimming Pool,NA,Luxury Apartment,Un-Furnished,Residential,24,L.P.G,NA,SOUTH,YES,YES,YES
RIDGE PARK,3360 Sq ,4,4,4,2,2,5,13,300000,25000,2023,"Road: 36, Gulshan",GYM,NA,Luxury Apartment,Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Dhansiri,3700,4,4,3,2,2,7,12,310000,20000,2022,"Road: 88, Gulshan","Swimming Pool ,GYM",NA,Luxury Apartment,Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
Bay Brook Wood A8,2450 Sq ,3,3,3,1,1,7,12,180000,15000,2019,"Road: 135, Gulshan","Swimming Pool ,GYM",NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
AZ AN,2600,4,4,4,1,1,3,13,270000,0,2022,"Road: 32, Gulshan",NA,NA,Furnished Apartment,Furnished,regiered,24,L.P.G,YES,EAST,YES,YES,YES
Shanta e Regal,6500 Sq ,4,4,4,2,2,3,13,700000,50000,2022,"Road: 84, Gulshan","Swimming Pool ,GYM",NA,Luxury Apartment,Un-Furnished,Residential,24,L.P.G,YES,	EAST,YES,YES,YES
Rangs SABRA,4200 Sq ,4,4,4,2,2,2,11,350000,40000,2023,"Road: 136, Gulshan","Swimming Pool ,GYM",NA,Luxury Apartment,Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
Shanta e Laing,3741 Sq ,3,4,3,2,2,2,13,200000,15000,2020,"Road: 138, Gulshan","Swimming Pool ,GYM",NA,Luxury Apartment,Un-Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
NAvaNA e Platinum Residence,3200,3,3,3,1,4,3,6,260000,24000,2012,"Road: 71, Gulshan","Swimming Pool ,GYM",NA,Luxury Apartment,Furnished,regiered,24,L.P.G,YES,SOUTH,YES,YES,YES
Suvau Rahman Heights,4100,4,4,3,2,2,3,10,250000,15000,2018,"Road: 86, Gulshan",NA,NA,Furnished Apartment,Furnished,regiered,24,L.P.G,YES,WEST,YES,YES,YES
Charubii 2B,2000,2,2,1,1,2,3,13,190000,0,2024,"Road: 115, Gulshan, Dhaka 1212",NA,NA,Furnished Apartment,full-Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Rancon Icon ToWESTr,2200,3,3,2,1,2,2,14,220000,15000,2022,"Road: 130,Gulshan, Dhaka 1212","GYM,Swimming Pool",NA,	Luxury Apartment,Un-Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Charubii,1700,2,2,1,1,2,2,9,175000,20000,2023," Road: 115,Gulshan, Dhaka 1212",NA,NA,	Furnished Apartment,full-Furnished,Residential,50,	L.P.G,	YES,	NORTH,YES,YES,YES
BTI e Savil,2150,3,3,2,1,1,5,9,190000,12000,2017," Road: 34,Gulshan, Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,EAST,YES,YES,YES
Conco Badal Heights A4,4200,4,4,3,2,2,5,13,280000,30000,2015," Road: 56,Gulshan, Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,24,	GOVT,	YES,WEST,YES,YES,YES
Sky Touch Amir's DrEASTm 12B,2600,4,4,3,1,2,11,14,220000,12000,2022," Road: 106,Gulshan, Dhaka 1212","Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",NA,	Furnished Apartment,	Furnished,Residential,24,	L.P.G,	YES,	NORTH,YES,YES,YES
Rizbi House,3700,3,3,2,2,1,4,6,320000,20000,2023,"Road: 53A, Gulshan, Dhaka 1212","Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",NA,	Furnished Apartment,	Furnished,Residential,25,	L.P.G,	YES,	WEST,YES,YES,YES
Shanta Angan A1,3300,4,4,1,2,2,2,12,250000,20000,2013,"Road: 33, Gulshan,Dhaka,1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,	Furnished Apartment,	Furnished,Residential,24,	GOVT,	YES,	EAST,YES,YES,YES
Park Avilya,2200,3,3,2,1,1,5,6,100000,100000,2005,"	Road: 87, Gulshan, Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,	Furnished Apartment,	Furnished,	Residential,24,GOVT,YES,WEST,YES,YES,YES
InNORTH Zen 7B,3300,4,4,3,2,2,6,7,250000,0,2025,"Road: 117, Gulshan, Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,Furnished Apartment,	Semi Furnished,	Residential,24,	L.P.G,	YES,WEST,YES,YES,YES
Delviaa Erjaan,2250,3,3,1,1,2,5,9,200000,15000,2015,"Road: 97, Gulshan,Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,	Furnished Apartment,Furnished,	Residential,24,GOVT,	YES,	NORTH,YES,YES,YES
Bay Selee 5A,4000,4,5,2,2,2,6,11,300000,0,2024,"        Road: 40, Gulshan,Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,	Furnished Apartment,Furnished,	Residential,24,	L.P.G,	YES,	NORTH,YES,YES,YES
NAvaNA Miru Arimidale 6A,2000,3,3,2,1,2,7,11,140000,11000,2012,"Road: 94, Gulshan,Dhaka 1212","Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",NA,Furnished Apartment,Furnished,	Residential,24,GOVT,	YES,WEST,YES,YES,YES
Edison Anika Heights 12A,4500,4,5,3,2,2,11,13,400000,0,2024,"Road: NORTH Gulshan Avenue,Dhaka 1212","Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment,	full-Furnished,	Residential,24,L.P.G,	YES,EAST,YES,YES,YES
